mm,dd,unit,price,yyyy,prod_spec,region,prod_name,date,price_numeric
08,05,元/吨,8807.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-08-05,8807.11
08,04,元/吨,8807.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-08-04,8807.11
08,01,元/吨,8807.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-08-01,8807.11
07,31,元/吨,8807.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-31,8807.11
07,30,元/吨,8877.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-30,8877.11
07,29,元/吨,8837.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-29,8837.11
07,28,元/吨,8827.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-28,8827.11
07,25,元/吨,8893.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-25,8893.11
07,24,元/吨,8969.10,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-24,8969.1
07,23,元/吨,8897.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-23,8897.11
07,22,元/吨,8881.11,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-22,8881.11
07,18,元/吨,8903.10,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-18,8903.1
07,17,元/吨,8757.12,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-17,8757.12
07,16,元/吨,8739.12,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-16,8739.12
07,15,元/吨,8767.12,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-15,8767.12
07,14,元/吨,8445.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-14,8445.15
07,11,元/吨,8619.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-11,8619.13
07,10,元/吨,8619.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-10,8619.13
07,09,元/吨,8619.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-09,8619.13
07,08,元/吨,8467.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-08,8467.15
07,07,元/吨,8467.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-07,8467.15
07,04,元/吨,8467.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-04,8467.15
07,03,元/吨,8451.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-03,8451.15
07,02,元/吨,8451.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-02,8451.15
07,01,元/吨,8327.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-07-01,8327.16
06,30,元/吨,8397.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-30,8397.16
06,27,元/吨,8423.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-27,8423.15
06,26,元/吨,8425.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-26,8425.15
06,25,元/吨,8439.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-25,8439.15
06,24,元/吨,8487.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-24,8487.15
06,23,元/吨,8605.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-23,8605.13
06,20,元/吨,8651.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-20,8651.13
06,19,元/吨,8637.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-19,8637.13
06,18,元/吨,8607.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-18,8607.13
06,17,元/吨,8573.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-17,8573.14
06,16,元/吨,8605.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-16,8605.13
06,13,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-13,8599.14
06,12,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-12,8599.14
06,11,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-11,8599.14
06,10,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-10,8599.14
06,09,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-09,8599.14
06,06,元/吨,8599.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-06,8599.14
06,05,元/吨,8499.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-05,8499.15
06,04,元/吨,8629.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-04,8629.13
06,03,元/吨,8629.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-06-03,8629.13
05,30,元/吨,8515.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-30,8515.14
05,29,元/吨,8397.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-29,8397.16
05,28,元/吨,8315.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-28,8315.16
05,27,元/吨,8265.17,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-27,8265.17
05,26,元/吨,8261.17,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-26,8261.17
05,23,元/吨,8301.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-23,8301.16
05,22,元/吨,8309.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-22,8309.16
05,21,元/吨,8345.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-21,8345.16
05,20,元/吨,8353.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-20,8353.16
05,19,元/吨,8333.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-19,8333.16
05,16,元/吨,8639.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-16,8639.13
05,15,元/吨,8339.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-15,8339.16
05,14,元/吨,8339.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-14,8339.16
05,13,元/吨,8397.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-13,8397.16
05,12,元/吨,8345.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-12,8345.16
05,09,元/吨,8225.17,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-09,8225.17
05,08,元/吨,8225.17,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-08,8225.17
05,07,元/吨,8215.17,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-07,8215.17
05,06,元/吨,8391.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-06,8391.16
05,05,元/吨,8391.16,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-05-05,8391.16
04,30,元/吨,8495.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-30,8495.15
04,29,元/吨,8495.15,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-29,8495.15
04,28,元/吨,8645.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-28,8645.13
04,25,元/吨,8695.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-25,8695.13
04,24,元/吨,8561.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-24,8561.14
04,23,元/吨,8559.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-23,8559.14
04,22,元/吨,8537.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-22,8537.14
04,21,元/吨,8551.14,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-21,8551.14
04,18,元/吨,8641.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-18,8641.13
04,17,元/吨,8683.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-17,8683.13
04,16,元/吨,8673.13,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-16,8673.13
04,15,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-15,9365.06
04,14,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-14,9365.06
04,11,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-11,9365.06
04,10,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-10,9365.06
04,09,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-09,9365.06
04,08,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-08,9365.06
04,07,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-07,9365.06
04,04,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-04,9365.06
04,03,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-03,9365.06
04,02,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-02,9365.06
04,01,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-04-01,9365.06
03,31,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-31,9365.06
03,28,元/吨,9319.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-28,9319.06
03,27,元/吨,9149.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-27,9149.08
03,26,元/吨,9145.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-26,9145.08
03,25,元/吨,9167.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-25,9167.08
03,24,元/吨,9219.07,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-24,9219.07
03,21,元/吨,9413.05,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-21,9413.05
03,20,元/吨,9361.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-20,9361.06
03,19,元/吨,9359.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-19,9359.06
03,18,元/吨,9223.07,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-18,9223.07
03,17,元/吨,9257.07,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-17,9257.07
03,14,元/吨,9377.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-14,9377.06
03,13,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-13,9365.06
03,12,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-12,9365.06
03,11,元/吨,9365.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-11,9365.06
03,10,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-10,9583.04
03,07,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-07,9583.04
03,06,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-06,9583.04
03,05,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-05,9583.04
03,04,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-04,9583.04
03,03,元/吨,9583.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-03-03,9583.04
02,28,元/吨,9439.05,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-28,9439.05
02,27,元/吨,9493.05,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-27,9493.05
02,26,元/吨,9579.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-26,9579.04
02,25,元/吨,9581.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-25,9581.04
02,24,元/吨,9689.03,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-24,9689.03
02,21,元/吨,9783.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-21,9783.02
02,20,元/吨,9647.03,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-20,9647.03
02,19,元/吨,9537.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-19,9537.04
02,18,元/吨,9791.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-18,9791.02
02,17,元/吨,9713.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-17,9713.02
02,14,元/吨,9713.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-14,9713.02
02,13,元/吨,9699.03,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-13,9699.03
02,12,元/吨,9863.01,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-12,9863.01
02,11,元/吨,9719.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-11,9719.02
02,10,元/吨,9955.00,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-10,9955.0
02,07,元/吨,9653.03,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-07,9653.03
02,06,元/吨,9653.03,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-06,9653.03
02,05,元/吨,9359.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-02-05,9359.06
01,27,元/吨,9309.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-27,9309.06
01,24,元/吨,9189.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-24,9189.08
01,23,元/吨,9183.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-23,9183.08
01,22,元/吨,9337.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-22,9337.06
01,21,元/吨,9349.06,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-21,9349.06
01,20,元/吨,9247.07,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-20,9247.07
01,17,元/吨,9131.08,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-17,9131.08
01,16,元/吨,9267.07,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-16,9267.07
01,15,元/吨,9907.00,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-15,9907.0
01,14,元/吨,10092.99,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-14,10092.99
01,13,元/吨,10014.99,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-13,10014.99
01,10,元/吨,9791.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-10,9791.02
01,09,元/吨,9789.02,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-09,9789.02
01,08,元/吨,9899.01,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-08,9899.01
01,07,元/吨,9903.00,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-07,9903.0
01,06,元/吨,9893.01,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-06,9893.01
01,03,元/吨,9519.04,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-03,9519.04
01,02,元/吨,9915.00,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-02,9915.0
01,01,元/吨,9999,2025,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2025-01-01,9999.0
12,31,元/吨,9955.00,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-31,9955.0
12,30,元/吨,9827.01,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-30,9827.01
12,27,元/吨,9807.01,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-27,9807.01
12,26,元/吨,9699.03,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-26,9699.03
12,25,元/吨,9711.02,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-25,9711.02
12,24,元/吨,9641.03,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-24,9641.03
12,23,元/吨,9433.05,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-23,9433.05
12,20,元/吨,9563.04,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-20,9563.04
12,19,元/吨,9711.02,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-19,9711.02
12,18,元/吨,9923.00,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-18,9923.0
12,17,元/吨,9945.00,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-17,9945.0
12,16,元/吨,10024.99,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-16,10024.99
12,13,元/吨,10282.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-13,10282.97
12,12,元/吨,10318.96,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-12,10318.96
12,11,元/吨,10266.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-11,10266.97
12,10,元/吨,10266.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-10,10266.97
12,09,元/吨,10316.96,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-09,10316.96
12,06,元/吨,10284.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-06,10284.97
12,05,元/吨,10284.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-05,10284.97
12,04,元/吨,10298.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-04,10298.97
12,03,元/吨,10272.97,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-03,10272.97
12,02,元/吨,10320.96,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-12-02,10320.96
11,29,元/吨,10122.98,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-11-29,10122.98
11,28,元/吨,9987.00,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-11-28,9987.0
11,27,元/吨,9841.01,2024,大连商品交易所最近合约收盘价,国内,棕榈油(大连期结算),2024-11-27,9841.01
